data,hora_chegada,qtd_pacientes,tempo_medio_espera,data_hora,dia_semana,mes
2024-01-18,18,9,60.888888888888886,2024-01-18 18:00:00,3,1
2024-01-18,19,14,58.92857142857143,2024-01-18 19:00:00,3,1
2024-01-18,20,7,80.85714285714286,2024-01-18 20:00:00,3,1
2024-01-18,21,19,77.15789473684211,2024-01-18 21:00:00,3,1
2024-01-18,22,17,46.11764705882353,2024-01-18 22:00:00,3,1
2024-01-18,23,6,53.333333333333336,2024-01-18 23:00:00,3,1
2024-01-19,0,5,67.6,2024-01-19 00:00:00,4,1
2024-01-19,1,5,34.8,2024-01-19 01:00:00,4,1
2024-01-19,2,2,62.5,2024-01-19 02:00:00,4,1
2024-01-19,3,1,40.0,2024-01-19 03:00:00,4,1
2024-01-19,4,1,60.0,2024-01-19 04:00:00,4,1
2024-01-19,5,5,42.2,2024-01-19 05:00:00,4,1
2024-01-19,6,4,36.75,2024-01-19 06:00:00,4,1
2024-01-19,7,5,64.4,2024-01-19 07:00:00,4,1
2024-01-19,8,5,37.2,2024-01-19 08:00:00,4,1
2024-01-19,9,5,54.4,2024-01-19 09:00:00,4,1
2024-01-19,10,6,39.333333333333336,2024-01-19 10:00:00,4,1
2024-01-19,11,3,30.666666666666668,2024-01-19 11:00:00,4,1
2024-01-19,12,6,31.333333333333332,2024-01-19 12:00:00,4,1
2024-01-19,13,5,77.0,2024-01-19 13:00:00,4,1
2024-01-19,14,8,38.75,2024-01-19 14:00:00,4,1
2024-01-19,15,7,61.142857142857146,2024-01-19 15:00:00,4,1
2024-01-19,16,6,73.33333333333333,2024-01-19 16:00:00,4,1
2024-01-19,17,6,52.0,2024-01-19 17:00:00,4,1
2024-01-19,18,10,41.7,2024-01-19 18:00:00,4,1
2024-01-19,19,11,70.27272727272727,2024-01-19 19:00:00,4,1
2024-01-19,20,9,52.0,2024-01-19 20:00:00,4,1
2024-01-19,21,8,49.75,2024-01-19 21:00:00,4,1
2024-01-19,22,12,59.25,2024-01-19 22:00:00,4,1
2024-01-19,23,5,42.4,2024-01-19 23:00:00,4,1
2024-01-20,0,4,35.25,2024-01-20 00:00:00,5,1
2024-01-20,1,8,34.25,2024-01-20 01:00:00,5,1
2024-01-20,3,2,57.0,2024-01-20 03:00:00,5,1
2024-01-20,4,2,39.5,2024-01-20 04:00:00,5,1
2024-01-20,5,2,11.5,2024-01-20 05:00:00,5,1
2024-01-20,6,4,81.75,2024-01-20 06:00:00,5,1
2024-01-20,7,6,62.5,2024-01-20 07:00:00,5,1
2024-01-20,8,6,35.5,2024-01-20 08:00:00,5,1
2024-01-20,9,4,71.0,2024-01-20 09:00:00,5,1
2024-01-20,10,2,44.0,2024-01-20 10:00:00,5,1
2024-01-20,11,1,26.0,2024-01-20 11:00:00,5,1
2024-01-20,12,7,42.285714285714285,2024-01-20 12:00:00,5,1
2024-01-20,13,6,41.333333333333336,2024-01-20 13:00:00,5,1
2024-01-20,14,8,115.75,2024-01-20 14:00:00,5,1
2024-01-20,15,5,39.4,2024-01-20 15:00:00,5,1
2024-01-20,16,2,61.5,2024-01-20 16:00:00,5,1
2024-01-20,17,2,81.0,2024-01-20 17:00:00,5,1
2024-01-20,18,7,42.0,2024-01-20 18:00:00,5,1
2024-01-20,19,11,37.27272727272727,2024-01-20 19:00:00,5,1
2024-01-20,20,17,52.0,2024-01-20 20:00:00,5,1
2024-01-20,21,8,69.625,2024-01-20 21:00:00,5,1
2024-01-20,22,10,44.6,2024-01-20 22:00:00,5,1
2024-01-20,23,2,39.5,2024-01-20 23:00:00,5,1
2024-01-21,0,6,64.33333333333333,2024-01-21 00:00:00,6,1
2024-01-21,1,4,36.5,2024-01-21 01:00:00,6,1
2024-01-21,2,3,53.333333333333336,2024-01-21 02:00:00,6,1
2024-01-21,3,2,59.0,2024-01-21 03:00:00,6,1
2024-01-21,4,4,81.5,2024-01-21 04:00:00,6,1
2024-01-21,5,1,54.0,2024-01-21 05:00:00,6,1
2024-01-21,6,1,14.0,2024-01-21 06:00:00,6,1
2024-01-21,7,4,71.25,2024-01-21 07:00:00,6,1
2024-01-21,8,9,61.0,2024-01-21 08:00:00,6,1
2024-01-21,9,9,46.44444444444444,2024-01-21 09:00:00,6,1
2024-01-21,10,3,29.0,2024-01-21 10:00:00,6,1
2024-01-21,11,5,60.2,2024-01-21 11:00:00,6,1
2024-01-21,12,7,83.71428571428571,2024-01-21 12:00:00,6,1
2024-01-21,13,10,68.2,2024-01-21 13:00:00,6,1
2024-01-21,14,8,62.125,2024-01-21 14:00:00,6,1
2024-01-21,15,9,33.333333333333336,2024-01-21 15:00:00,6,1
2024-01-21,16,5,51.2,2024-01-21 16:00:00,6,1
2024-01-21,17,6,60.5,2024-01-21 17:00:00,6,1
2024-01-21,18,10,34.2,2024-01-21 18:00:00,6,1
2024-01-21,19,9,73.77777777777777,2024-01-21 19:00:00,6,1
2024-01-21,20,14,38.857142857142854,2024-01-21 20:00:00,6,1
2024-01-21,21,17,71.3529411764706,2024-01-21 21:00:00,6,1
2024-01-21,22,9,72.44444444444444,2024-01-21 22:00:00,6,1
2024-01-21,23,7,40.57142857142857,2024-01-21 23:00:00,6,1
2024-01-22,0,6,51.5,2024-01-22 00:00:00,0,1
2024-01-22,1,8,43.0,2024-01-22 01:00:00,0,1
2024-01-22,2,2,22.5,2024-01-22 02:00:00,0,1
2024-01-22,3,3,41.0,2024-01-22 03:00:00,0,1
2024-01-22,4,1,36.0,2024-01-22 04:00:00,0,1
2024-01-22,5,1,41.0,2024-01-22 05:00:00,0,1
2024-01-22,6,5,38.8,2024-01-22 06:00:00,0,1
2024-01-22,7,3,28.333333333333332,2024-01-22 07:00:00,0,1
2024-01-22,8,6,39.5,2024-01-22 08:00:00,0,1
2024-01-22,10,8,77.25,2024-01-22 10:00:00,0,1
2024-01-22,11,8,47.125,2024-01-22 11:00:00,0,1
2024-01-22,12,8,84.125,2024-01-22 12:00:00,0,1
2024-01-22,13,2,38.0,2024-01-22 13:00:00,0,1
2024-01-22,14,7,29.285714285714285,2024-01-22 14:00:00,0,1
2024-01-22,15,5,58.8,2024-01-22 15:00:00,0,1
2024-01-22,16,8,98.625,2024-01-22 16:00:00,0,1
2024-01-22,17,6,31.166666666666668,2024-01-22 17:00:00,0,1
2024-01-22,18,12,52.666666666666664,2024-01-22 18:00:00,0,1
2024-01-22,19,10,49.3,2024-01-22 19:00:00,0,1
2024-01-22,20,3,41.0,2024-01-22 20:00:00,0,1
2024-01-22,21,20,67.4,2024-01-22 21:00:00,0,1
2024-01-22,22,4,36.0,2024-01-22 22:00:00,0,1
2024-01-22,23,4,52.75,2024-01-22 23:00:00,0,1
2024-01-23,0,5,56.4,2024-01-23 00:00:00,1,1
2024-01-23,1,6,45.833333333333336,2024-01-23 01:00:00,1,1
2024-01-23,2,3,42.666666666666664,2024-01-23 02:00:00,1,1
2024-01-23,3,3,36.333333333333336,2024-01-23 03:00:00,1,1
2024-01-23,4,2,60.0,2024-01-23 04:00:00,1,1
2024-01-23,6,9,47.333333333333336,2024-01-23 06:00:00,1,1
2024-01-23,7,2,65.5,2024-01-23 07:00:00,1,1
2024-01-23,8,11,54.18181818181818,2024-01-23 08:00:00,1,1
2024-01-23,9,6,46.833333333333336,2024-01-23 09:00:00,1,1
2024-01-23,10,4,53.0,2024-01-23 10:00:00,1,1
2024-01-23,11,5,30.0,2024-01-23 11:00:00,1,1
2024-01-23,12,6,46.0,2024-01-23 12:00:00,1,1
2024-01-23,13,10,67.1,2024-01-23 13:00:00,1,1
2024-01-23,14,5,63.4,2024-01-23 14:00:00,1,1
2024-01-23,15,5,38.4,2024-01-23 15:00:00,1,1
2024-01-23,16,6,28.0,2024-01-23 16:00:00,1,1
2024-01-23,17,4,58.0,2024-01-23 17:00:00,1,1
2024-01-23,18,8,43.25,2024-01-23 18:00:00,1,1
2024-01-23,19,6,47.333333333333336,2024-01-23 19:00:00,1,1
2024-01-23,20,10,63.1,2024-01-23 20:00:00,1,1
2024-01-23,21,11,38.63636363636363,2024-01-23 21:00:00,1,1
2024-01-23,22,15,74.73333333333333,2024-01-23 22:00:00,1,1
2024-01-23,23,7,56.142857142857146,2024-01-23 23:00:00,1,1
2024-01-24,0,5,35.6,2024-01-24 00:00:00,2,1
2024-01-24,1,4,48.0,2024-01-24 01:00:00,2,1
2024-01-24,2,3,27.0,2024-01-24 02:00:00,2,1
2024-01-24,3,1,88.0,2024-01-24 03:00:00,2,1
2024-01-24,4,4,36.5,2024-01-24 04:00:00,2,1
2024-01-24,6,5,46.4,2024-01-24 06:00:00,2,1
2024-01-24,7,7,67.85714285714286,2024-01-24 07:00:00,2,1
2024-01-24,8,7,29.285714285714285,2024-01-24 08:00:00,2,1
2024-01-24,9,3,58.0,2024-01-24 09:00:00,2,1
2024-01-24,10,5,55.4,2024-01-24 10:00:00,2,1
2024-01-24,11,8,41.625,2024-01-24 11:00:00,2,1
2024-01-24,12,7,46.0,2024-01-24 12:00:00,2,1
2024-01-24,13,9,54.55555555555556,2024-01-24 13:00:00,2,1
2024-01-24,14,6,57.166666666666664,2024-01-24 14:00:00,2,1
2024-01-24,15,5,35.8,2024-01-24 15:00:00,2,1
2024-01-24,16,8,89.25,2024-01-24 16:00:00,2,1
2024-01-24,17,12,60.666666666666664,2024-01-24 17:00:00,2,1
2024-01-24,18,8,45.5,2024-01-24 18:00:00,2,1
2024-01-24,19,10,64.3,2024-01-24 19:00:00,2,1
2024-01-24,20,15,62.666666666666664,2024-01-24 20:00:00,2,1
2024-01-24,21,5,28.2,2024-01-24 21:00:00,2,1
2024-01-24,22,13,51.76923076923077,2024-01-24 22:00:00,2,1
2024-01-24,23,3,36.0,2024-01-24 23:00:00,2,1
2024-01-25,0,5,46.2,2024-01-25 00:00:00,3,1
2024-01-25,1,7,46.57142857142857,2024-01-25 01:00:00,3,1
2024-01-25,2,3,47.0,2024-01-25 02:00:00,3,1
2024-01-25,3,2,49.0,2024-01-25 03:00:00,3,1
2024-01-25,4,3,40.0,2024-01-25 04:00:00,3,1
2024-01-25,6,6,60.666666666666664,2024-01-25 06:00:00,3,1
2024-01-25,7,7,50.857142857142854,2024-01-25 07:00:00,3,1
2024-01-25,8,6,59.333333333333336,2024-01-25 08:00:00,3,1
2024-01-25,9,5,44.0,2024-01-25 09:00:00,3,1
2024-01-25,10,7,73.71428571428571,2024-01-25 10:00:00,3,1
2024-01-25,11,6,42.833333333333336,2024-01-25 11:00:00,3,1
2024-01-25,12,6,68.66666666666667,2024-01-25 12:00:00,3,1
2024-01-25,13,9,41.0,2024-01-25 13:00:00,3,1
2024-01-25,14,2,50.0,2024-01-25 14:00:00,3,1
2024-01-25,15,5,53.8,2024-01-25 15:00:00,3,1
2024-01-25,16,10,32.5,2024-01-25 16:00:00,3,1
2024-01-25,17,8,78.25,2024-01-25 17:00:00,3,1
2024-01-25,18,13,55.84615384615385,2024-01-25 18:00:00,3,1
2024-01-25,19,8,56.25,2024-01-25 19:00:00,3,1
2024-01-25,20,8,47.0,2024-01-25 20:00:00,3,1
2024-01-25,21,7,47.0,2024-01-25 21:00:00,3,1
2024-01-25,22,10,43.5,2024-01-25 22:00:00,3,1
2024-01-25,23,5,53.8,2024-01-25 23:00:00,3,1
2024-01-26,0,6,50.5,2024-01-26 00:00:00,4,1
2024-01-26,1,6,66.66666666666667,2024-01-26 01:00:00,4,1
2024-01-26,2,1,108.0,2024-01-26 02:00:00,4,1
2024-01-26,4,3,60.0,2024-01-26 04:00:00,4,1
2024-01-26,5,3,49.666666666666664,2024-01-26 05:00:00,4,1
2024-01-26,6,9,64.88888888888889,2024-01-26 06:00:00,4,1
2024-01-26,7,4,94.5,2024-01-26 07:00:00,4,1
2024-01-26,8,5,29.2,2024-01-26 08:00:00,4,1
2024-01-26,9,9,52.44444444444444,2024-01-26 09:00:00,4,1
2024-01-26,10,6,55.333333333333336,2024-01-26 10:00:00,4,1
2024-01-26,11,7,62.857142857142854,2024-01-26 11:00:00,4,1
2024-01-26,12,11,64.9090909090909,2024-01-26 12:00:00,4,1
2024-01-26,13,5,51.0,2024-01-26 13:00:00,4,1
2024-01-26,14,6,40.0,2024-01-26 14:00:00,4,1
2024-01-26,15,8,65.375,2024-01-26 15:00:00,4,1
2024-01-26,16,8,47.875,2024-01-26 16:00:00,4,1
2024-01-26,17,6,43.0,2024-01-26 17:00:00,4,1
2024-01-26,18,9,75.11111111111111,2024-01-26 18:00:00,4,1
2024-01-26,19,10,56.4,2024-01-26 19:00:00,4,1
2024-01-26,20,8,54.875,2024-01-26 20:00:00,4,1
2024-01-26,21,6,46.333333333333336,2024-01-26 21:00:00,4,1
2024-01-26,22,7,37.285714285714285,2024-01-26 22:00:00,4,1
2024-01-26,23,6,61.833333333333336,2024-01-26 23:00:00,4,1
2024-01-27,0,4,80.5,2024-01-27 00:00:00,5,1
2024-01-27,1,5,23.0,2024-01-27 01:00:00,5,1
2024-01-27,2,5,37.0,2024-01-27 02:00:00,5,1
2024-01-27,3,1,64.0,2024-01-27 03:00:00,5,1
2024-01-27,5,3,40.666666666666664,2024-01-27 05:00:00,5,1
2024-01-27,6,5,62.0,2024-01-27 06:00:00,5,1
2024-01-27,7,11,65.9090909090909,2024-01-27 07:00:00,5,1
2024-01-27,8,9,41.22222222222222,2024-01-27 08:00:00,5,1
2024-01-27,9,2,84.5,2024-01-27 09:00:00,5,1
2024-01-27,10,7,44.0,2024-01-27 10:00:00,5,1
2024-01-27,11,14,59.785714285714285,2024-01-27 11:00:00,5,1
2024-01-27,12,5,70.6,2024-01-27 12:00:00,5,1
2024-01-27,13,9,43.55555555555556,2024-01-27 13:00:00,5,1
2024-01-27,14,2,99.5,2024-01-27 14:00:00,5,1
2024-01-27,15,3,40.333333333333336,2024-01-27 15:00:00,5,1
2024-01-27,16,3,38.666666666666664,2024-01-27 16:00:00,5,1
2024-01-27,17,5,41.4,2024-01-27 17:00:00,5,1
2024-01-27,18,7,66.0,2024-01-27 18:00:00,5,1
2024-01-27,19,9,54.44444444444444,2024-01-27 19:00:00,5,1
2024-01-27,20,9,80.11111111111111,2024-01-27 20:00:00,5,1
2024-01-27,21,8,57.5,2024-01-27 21:00:00,5,1
2024-01-27,22,6,44.666666666666664,2024-01-27 22:00:00,5,1
2024-01-27,23,6,54.166666666666664,2024-01-27 23:00:00,5,1
2024-01-28,0,10,37.5,2024-01-28 00:00:00,6,1
2024-01-28,1,4,70.5,2024-01-28 01:00:00,6,1
2024-01-28,2,2,52.5,2024-01-28 02:00:00,6,1
2024-01-28,3,2,81.5,2024-01-28 03:00:00,6,1
2024-01-28,4,1,29.0,2024-01-28 04:00:00,6,1
2024-01-28,5,1,30.0,2024-01-28 05:00:00,6,1
2024-01-28,6,3,96.33333333333333,2024-01-28 06:00:00,6,1
2024-01-28,7,5,44.4,2024-01-28 07:00:00,6,1
2024-01-28,8,7,41.714285714285715,2024-01-28 08:00:00,6,1
2024-01-28,9,11,61.63636363636363,2024-01-28 09:00:00,6,1
2024-01-28,10,9,74.11111111111111,2024-01-28 10:00:00,6,1
2024-01-28,11,7,38.857142857142854,2024-01-28 11:00:00,6,1
2024-01-28,12,5,52.4,2024-01-28 12:00:00,6,1
2024-01-28,13,9,41.22222222222222,2024-01-28 13:00:00,6,1
2024-01-28,14,6,60.5,2024-01-28 14:00:00,6,1
2024-01-28,15,4,48.25,2024-01-28 15:00:00,6,1
2024-01-28,16,6,46.333333333333336,2024-01-28 16:00:00,6,1
2024-01-28,17,6,37.166666666666664,2024-01-28 17:00:00,6,1
2024-01-28,18,14,50.0,2024-01-28 18:00:00,6,1
2024-01-28,19,11,80.18181818181819,2024-01-28 19:00:00,6,1
2024-01-28,20,9,43.888888888888886,2024-01-28 20:00:00,6,1
2024-01-28,21,15,61.8,2024-01-28 21:00:00,6,1
2024-01-28,22,12,52.583333333333336,2024-01-28 22:00:00,6,1
2024-01-28,23,9,40.888888888888886,2024-01-28 23:00:00,6,1
2024-01-29,0,4,45.0,2024-01-29 00:00:00,0,1
2024-01-29,1,5,50.0,2024-01-29 01:00:00,0,1
2024-01-29,2,2,17.0,2024-01-29 02:00:00,0,1
2024-01-29,3,2,77.5,2024-01-29 03:00:00,0,1
2024-01-29,4,3,49.666666666666664,2024-01-29 04:00:00,0,1
2024-01-29,5,3,33.0,2024-01-29 05:00:00,0,1
2024-01-29,6,6,54.166666666666664,2024-01-29 06:00:00,0,1
2024-01-29,7,7,78.85714285714286,2024-01-29 07:00:00,0,1
2024-01-29,8,3,19.333333333333332,2024-01-29 08:00:00,0,1
2024-01-29,9,8,63.125,2024-01-29 09:00:00,0,1
2024-01-29,10,6,51.833333333333336,2024-01-29 10:00:00,0,1
2024-01-29,11,6,44.666666666666664,2024-01-29 11:00:00,0,1
2024-01-29,12,6,51.5,2024-01-29 12:00:00,0,1
2024-01-29,13,11,66.45454545454545,2024-01-29 13:00:00,0,1
2024-01-29,14,6,43.166666666666664,2024-01-29 14:00:00,0,1
2024-01-29,15,10,78.5,2024-01-29 15:00:00,0,1
2024-01-29,16,12,62.25,2024-01-29 16:00:00,0,1
2024-01-29,17,8,43.0,2024-01-29 17:00:00,0,1
2024-01-29,18,9,81.11111111111111,2024-01-29 18:00:00,0,1
2024-01-29,19,7,62.57142857142857,2024-01-29 19:00:00,0,1
2024-01-29,20,6,50.166666666666664,2024-01-29 20:00:00,0,1
2024-01-29,21,14,40.285714285714285,2024-01-29 21:00:00,0,1
2024-01-29,22,10,79.8,2024-01-29 22:00:00,0,1
2024-01-29,23,2,143.5,2024-01-29 23:00:00,0,1
2024-01-30,0,5,37.4,2024-01-30 00:00:00,1,1
2024-01-30,1,4,31.75,2024-01-30 01:00:00,1,1
2024-01-30,2,4,44.75,2024-01-30 02:00:00,1,1
2024-01-30,3,5,71.6,2024-01-30 03:00:00,1,1
2024-01-30,4,3,65.66666666666667,2024-01-30 04:00:00,1,1
2024-01-30,5,3,46.333333333333336,2024-01-30 05:00:00,1,1
2024-01-30,6,7,34.57142857142857,2024-01-30 06:00:00,1,1
2024-01-30,7,9,69.33333333333333,2024-01-30 07:00:00,1,1
2024-01-30,8,8,36.75,2024-01-30 08:00:00,1,1
2024-01-30,9,9,58.77777777777778,2024-01-30 09:00:00,1,1
2024-01-30,10,6,56.333333333333336,2024-01-30 10:00:00,1,1
2024-01-30,11,7,59.714285714285715,2024-01-30 11:00:00,1,1
2024-01-30,12,10,50.3,2024-01-30 12:00:00,1,1
2024-01-30,13,4,33.5,2024-01-30 13:00:00,1,1
2024-01-30,14,4,64.25,2024-01-30 14:00:00,1,1
2024-01-30,15,4,48.0,2024-01-30 15:00:00,1,1
2024-01-30,16,1,22.0,2024-01-30 16:00:00,1,1
2024-01-30,17,3,82.66666666666667,2024-01-30 17:00:00,1,1
2024-01-30,18,12,58.5,2024-01-30 18:00:00,1,1
2024-01-30,19,10,63.1,2024-01-30 19:00:00,1,1
2024-01-30,20,13,60.61538461538461,2024-01-30 20:00:00,1,1
2024-01-30,21,10,65.9,2024-01-30 21:00:00,1,1
2024-01-30,22,11,62.36363636363637,2024-01-30 22:00:00,1,1
2024-01-30,23,8,74.125,2024-01-30 23:00:00,1,1
2024-01-31,0,7,58.42857142857143,2024-01-31 00:00:00,2,1
2024-01-31,1,4,50.0,2024-01-31 01:00:00,2,1
2024-01-31,2,2,26.5,2024-01-31 02:00:00,2,1
2024-01-31,3,1,26.0,2024-01-31 03:00:00,2,1
2024-01-31,4,2,23.5,2024-01-31 04:00:00,2,1
2024-01-31,5,2,43.0,2024-01-31 05:00:00,2,1
2024-01-31,6,9,70.66666666666667,2024-01-31 06:00:00,2,1
2024-01-31,7,4,54.5,2024-01-31 07:00:00,2,1
2024-01-31,8,5,50.6,2024-01-31 08:00:00,2,1
2024-01-31,9,4,42.5,2024-01-31 09:00:00,2,1
2024-01-31,10,4,86.0,2024-01-31 10:00:00,2,1
2024-01-31,11,4,59.25,2024-01-31 11:00:00,2,1
2024-01-31,12,11,63.90909090909091,2024-01-31 12:00:00,2,1
2024-01-31,13,6,41.666666666666664,2024-01-31 13:00:00,2,1
2024-01-31,14,5,49.2,2024-01-31 14:00:00,2,1
2024-01-31,15,6,47.5,2024-01-31 15:00:00,2,1
2024-01-31,16,7,79.42857142857143,2024-01-31 16:00:00,2,1
2024-01-31,17,3,64.66666666666667,2024-01-31 17:00:00,2,1
2024-01-31,18,8,89.125,2024-01-31 18:00:00,2,1
2024-01-31,19,9,63.0,2024-01-31 19:00:00,2,1
2024-01-31,20,11,58.09090909090909,2024-01-31 20:00:00,2,1
2024-01-31,21,12,42.833333333333336,2024-01-31 21:00:00,2,1
2024-01-31,22,9,39.888888888888886,2024-01-31 22:00:00,2,1
2024-01-31,23,4,48.75,2024-01-31 23:00:00,2,1
2024-02-01,0,4,69.75,2024-02-01 00:00:00,3,2
2024-02-01,1,11,61.72727272727273,2024-02-01 01:00:00,3,2
2024-02-01,2,4,39.0,2024-02-01 02:00:00,3,2
2024-02-01,3,3,16.666666666666668,2024-02-01 03:00:00,3,2
2024-02-01,4,2,89.0,2024-02-01 04:00:00,3,2
2024-02-01,5,5,21.8,2024-02-01 05:00:00,3,2
2024-02-01,6,8,74.875,2024-02-01 06:00:00,3,2
2024-02-01,7,5,28.8,2024-02-01 07:00:00,3,2
2024-02-01,8,3,61.0,2024-02-01 08:00:00,3,2
2024-02-01,9,5,44.2,2024-02-01 09:00:00,3,2
2024-02-01,10,10,48.3,2024-02-01 10:00:00,3,2
2024-02-01,11,6,43.5,2024-02-01 11:00:00,3,2
2024-02-01,12,8,52.125,2024-02-01 12:00:00,3,2
2024-02-01,13,8,73.5,2024-02-01 13:00:00,3,2
2024-02-01,14,3,41.333333333333336,2024-02-01 14:00:00,3,2
2024-02-01,15,3,115.0,2024-02-01 15:00:00,3,2
2024-02-01,16,8,37.375,2024-02-01 16:00:00,3,2
2024-02-01,17,6,68.83333333333333,2024-02-01 17:00:00,3,2
2024-02-01,18,14,50.5,2024-02-01 18:00:00,3,2
2024-02-01,19,6,58.666666666666664,2024-02-01 19:00:00,3,2
2024-02-01,20,6,28.833333333333332,2024-02-01 20:00:00,3,2
2024-02-01,21,12,48.0,2024-02-01 21:00:00,3,2
2024-02-01,22,8,70.25,2024-02-01 22:00:00,3,2
2024-02-01,23,5,38.4,2024-02-01 23:00:00,3,2
2024-02-02,0,11,67.54545454545455,2024-02-02 00:00:00,4,2
2024-02-02,1,5,47.0,2024-02-02 01:00:00,4,2
2024-02-02,3,2,36.5,2024-02-02 03:00:00,4,2
2024-02-02,4,3,40.666666666666664,2024-02-02 04:00:00,4,2
2024-02-02,5,2,45.5,2024-02-02 05:00:00,4,2
2024-02-02,6,9,54.22222222222222,2024-02-02 06:00:00,4,2
2024-02-02,7,3,19.0,2024-02-02 07:00:00,4,2
2024-02-02,8,5,25.8,2024-02-02 08:00:00,4,2
2024-02-02,9,5,74.6,2024-02-02 09:00:00,4,2
2024-02-02,10,10,54.0,2024-02-02 10:00:00,4,2
2024-02-02,11,5,60.6,2024-02-02 11:00:00,4,2
2024-02-02,12,8,47.25,2024-02-02 12:00:00,4,2
2024-02-02,13,6,55.166666666666664,2024-02-02 13:00:00,4,2
2024-02-02,14,6,54.0,2024-02-02 14:00:00,4,2
2024-02-02,15,6,38.5,2024-02-02 15:00:00,4,2
2024-02-02,16,4,36.5,2024-02-02 16:00:00,4,2
2024-02-02,17,10,50.0,2024-02-02 17:00:00,4,2
2024-02-02,18,12,60.333333333333336,2024-02-02 18:00:00,4,2
2024-02-02,19,10,47.7,2024-02-02 19:00:00,4,2
2024-02-02,20,5,37.8,2024-02-02 20:00:00,4,2
2024-02-02,21,11,63.09090909090909,2024-02-02 21:00:00,4,2
2024-02-02,22,9,34.888888888888886,2024-02-02 22:00:00,4,2
2024-02-02,23,6,38.666666666666664,2024-02-02 23:00:00,4,2
2024-02-03,0,8,49.25,2024-02-03 00:00:00,5,2
2024-02-03,1,2,30.5,2024-02-03 01:00:00,5,2
2024-02-03,2,2,41.0,2024-02-03 02:00:00,5,2
2024-02-03,3,2,61.5,2024-02-03 03:00:00,5,2
2024-02-03,4,2,49.0,2024-02-03 04:00:00,5,2
2024-02-03,5,2,54.0,2024-02-03 05:00:00,5,2
2024-02-03,6,6,57.833333333333336,2024-02-03 06:00:00,5,2
2024-02-03,7,5,68.4,2024-02-03 07:00:00,5,2
2024-02-03,8,9,55.22222222222222,2024-02-03 08:00:00,5,2
2024-02-03,9,11,31.454545454545453,2024-02-03 09:00:00,5,2
2024-02-03,10,5,84.0,2024-02-03 10:00:00,5,2
2024-02-03,11,5,28.8,2024-02-03 11:00:00,5,2
2024-02-03,12,6,38.666666666666664,2024-02-03 12:00:00,5,2
2024-02-03,13,6,47.166666666666664,2024-02-03 13:00:00,5,2
2024-02-03,14,4,41.0,2024-02-03 14:00:00,5,2
2024-02-03,15,6,43.166666666666664,2024-02-03 15:00:00,5,2
2024-02-03,16,7,34.57142857142857,2024-02-03 16:00:00,5,2
2024-02-03,17,4,30.25,2024-02-03 17:00:00,5,2
2024-02-03,18,12,63.416666666666664,2024-02-03 18:00:00,5,2
2024-02-03,19,10,41.4,2024-02-03 19:00:00,5,2
2024-02-03,20,10,54.7,2024-02-03 20:00:00,5,2
2024-02-03,21,8,64.875,2024-02-03 21:00:00,5,2
2024-02-03,22,12,49.833333333333336,2024-02-03 22:00:00,5,2
2024-02-03,23,6,57.333333333333336,2024-02-03 23:00:00,5,2
2024-02-04,0,4,47.5,2024-02-04 00:00:00,6,2
2024-02-04,1,3,63.0,2024-02-04 01:00:00,6,2
2024-02-04,2,2,8.5,2024-02-04 02:00:00,6,2
2024-02-04,3,2,53.5,2024-02-04 03:00:00,6,2
2024-02-04,4,1,31.0,2024-02-04 04:00:00,6,2
2024-02-04,5,5,57.8,2024-02-04 05:00:00,6,2
2024-02-04,6,5,73.8,2024-02-04 06:00:00,6,2
2024-02-04,7,4,50.25,2024-02-04 07:00:00,6,2
2024-02-04,8,5,55.2,2024-02-04 08:00:00,6,2
2024-02-04,9,7,37.285714285714285,2024-02-04 09:00:00,6,2
2024-02-04,10,10,44.1,2024-02-04 10:00:00,6,2
2024-02-04,11,5,34.8,2024-02-04 11:00:00,6,2
2024-02-04,12,4,57.25,2024-02-04 12:00:00,6,2
2024-02-04,13,5,25.4,2024-02-04 13:00:00,6,2
2024-02-04,14,7,63.142857142857146,2024-02-04 14:00:00,6,2
2024-02-04,15,5,28.2,2024-02-04 15:00:00,6,2
2024-02-04,16,9,63.666666666666664,2024-02-04 16:00:00,6,2
2024-02-04,17,15,57.46666666666667,2024-02-04 17:00:00,6,2
2024-02-04,18,8,42.375,2024-02-04 18:00:00,6,2
2024-02-04,19,11,57.72727272727273,2024-02-04 19:00:00,6,2
2024-02-04,20,9,71.44444444444444,2024-02-04 20:00:00,6,2
2024-02-04,21,9,41.77777777777778,2024-02-04 21:00:00,6,2
2024-02-04,22,14,70.07142857142857,2024-02-04 22:00:00,6,2
2024-02-04,23,9,63.666666666666664,2024-02-04 23:00:00,6,2
2024-02-05,0,3,22.333333333333332,2024-02-05 00:00:00,0,2
2024-02-05,1,2,51.0,2024-02-05 01:00:00,0,2
2024-02-05,2,2,26.5,2024-02-05 02:00:00,0,2
2024-02-05,4,4,36.25,2024-02-05 04:00:00,0,2
2024-02-05,5,2,91.5,2024-02-05 05:00:00,0,2
2024-02-05,6,9,59.666666666666664,2024-02-05 06:00:00,0,2
2024-02-05,7,8,59.625,2024-02-05 07:00:00,0,2
2024-02-05,8,9,66.77777777777777,2024-02-05 08:00:00,0,2
2024-02-05,9,5,33.2,2024-02-05 09:00:00,0,2
2024-02-05,10,9,47.55555555555556,2024-02-05 10:00:00,0,2
